OrderID,OrderInfo,Product,Category,Region,SalesAmount,Currency,CustomerName,SalesRep,OrderStatus,Discount %,Units,SourceChannel,Notes
NHF-10369,"Jul 11, 2024| Madrid | Spain",Sparkling Water 12pk,Beverage,Europe,"445,22",EUR,GREEN  BASKET  CO.,Carlos Mendez,Completed ,,37,Wholesale,Manual adjustment
NHF-10370,2024/02/28 - Vancouver - Canada,Berry Jam 340g,Pantry,North America,439,CAD ,Nature Box Ltd,Megan O'Neil, Shipped,0%,29,Retail,Phone order
NHF-10371,2024-06-23 | Chicago | USA,Electrolyte Drink Mix,Fitness,North America,"1,614.61",USD,  Cornerstone  Retail  ,Nina Patel,completed,0.15,32,Retail,
NHF-10372, 03 May 2024 | Manchester | UK,Sea Salt Crackers 250g,Snacks,Europe,$244.37, gbp , HEALTHY LIVING DEPOT ,Priya Shah,Cancelled, 0 % ,40,Retail,Manual adjustment
NHF-10374,2024-10-09 | Madrid | Spain,Herbal Tea Sampler,Beverage,Europe,$189.25,EUR,  Maple  Leaf  Market,Jonas Weber,Completed,, 18 ,Distributor,Phone order
NHF-10375,05/01/2024|Austin|USA,Berry Jam 340g,pantry,North America, 185.77 ,USD,  URBAN  PANTRY  ,A. Wong,Pending, 5 % ,38,Distributor,Late entry
NHF-10376,10/09/2024 | Manchester | UK,Whole Wheat Pasta 500g,Pantry, Europe ,691.61, gbp ,PEAK PERFORMANCE GYM,Nina Patel,Pending,,34,Distributor,VIP client
NHF-10377, 2024/01/31 - London - UK,Sea Salt Crackers 250g,Snacks,Europe,"147,55", gbp , Urban Pantry ,Fatima Noor,Returned,0%,32,Wholesale,VIP client
NHF-10378,05-08-2024 | London | UK,Sparkling Water 12pk,beverage, Europe ,145.89,GBP, The Market Loft ,Luca Rossi,Completed,,25,Online,Manual adjustment
NHF-10379,11/08/2024 | Berlin | Germany,Berry Jam 340g,Pantry,Europe,179,EUR, SUNRISE WELLNESS ,Sophie Tremblay,Completed,0.2,29,Online,Phone order
NHF-10380,09/18/2024|Montreal|Canada,Whole Wheat Pasta 500g,Pantry,North America,113.87, cad ,  Everyday Essentials,Sophie Tremblay,Returned,10%,14,Distributor,Late entry
NHF-10381,14-07-2024 | Montreal | Canada,Berry Jam 340g,Pantry,North America,215.82,CAD,  Everyday Essentials,Jonas Weber,Pending,N/A, 15 ,Retail,Phone order
NHF-10382,02-08-2024 | Austin | USA,Herbal Tea Sampler,Beverage,north america,"395,71",USD, Green Basket Co. ,Megan O'Neil,Completed ,N/A,35,Retail,
NHF-10383,"Aug 04, 2024| Munich | Germany",Herbal Tea Sampler,Beverage,Europe,"188,71",EUR,URBAN PANTRY,Daniel Brooks,processing, 0 % ,26,Retail,Phone order
NHF-10384,2024/08/12 - Chicago - USA,Electrolyte Drink Mix,Fitness,North America,"$1,846.47",usd,  Lakeside  Market  ,Megan O'Neil,Returned,5%,47,Distributor,
NHF-10385,2024-02-19 | Seattle | USA ,Keto Trail Mix 300g,Snacks,North America,$345.37,USD,FIT FUEL STUDIO,Sophie Tremblay,Completed ,,33,Retail,Phone order
NHF-10386, 08 Feb 2024  |  Berlin  |  Germany,Sparkling Water 12pk,Beverage,Europe,473,EUR,HEALTHY LIVING DEPOT,Megan O'Neil,Completed,0.15,33,Online,Rush delivery
NHF-10387,21 Sep 2024 | Seattle | USA,Organic Oats 1kg,Pantry,North America,142.95,USD,Prime Select Stores,Megan O'Neil,Completed ,0.15,28,Distributor,Late entry
NHF-10388,12-06-2024 | Calgary | Canada,Coconut Chips 150g,Snacks,North America,533.83,CAD, LAKESIDE MARKET ,Daniel Brooks,Cancelled,N/A,45,Retail,VIP client
NHF-10389,"Oct 01, 2024| Seattle | USA",Extra Virgin Olive Oil 750ml,Pantry,North America, 588.95 ,usd,Fit Fuel Studio,Fatima Noor, Shipped,20%,40,Retail,
NHF-10390,2024/02/22 - Paris - France,Vanilla Protein Powder 1kg,Fitness, Europe , 67.64 , EUR ,Prime Select Stores,Carlos Mendez,processing, 10 % ,3,Wholesale,
NHF-10392,2024/04/13 - Calgary - Canada,Tomato Basil Sauce 680g,Pantry,North America,$506.58,CAD ,The Market Loft,Fatima Noor,completed,0%,42,Retail,
NHF-10393,10/30/2024|Austin|USA,Berry Jam 340g,Pantry,North America,103,usd, Lakeside Market ,Jonas Weber,Completed,0.15,10,Retail,
NHF-10394,2024/01/07 - Chicago - USA,Electrolyte Drink Mix,Fitness,North America,"1, 630.95",usd,  City Grocer,Daniel Brooks,Returned, 10 % ,48,Distributor,Rush delivery
NHF-10395,2024-03-25 | Madrid | Spain,Organic Oats 1kg,Pantry,Europe,235,EUR,EURO TASTE HUB,Carlos Mendez,Pending,0.1,21,Wholesale,VIP client
NHF-10396,2024-02-09 | New York | USA ,Extra Virgin Olive Oil 750ml,Pantry,north america,341.66,usd,   Everyday Essentials ,Megan O'Neil, Shipped,0%,47,Retail,Late entry
NHF-10397,12/27/2024 | Madrid | Spain,Coconut Chips 150g,Snacks,Europe,180.70,EUR,  City Grocer,Carlos Mendez,processing,20%,20,Online,Manual adjustment
NHF-10398,2024-04-10 | Dublin | Ireland,Coconut Chips 150g,Snacks,Europe,,EUR,Urban Pantry,Luca Rossi,Completed,N/A,34,Retail,Phone order
NHF-10399,2024/12/27 - Chicago - USA ,Herbal Tea Sampler,Beverage,North America,24.03,USD,Prime Select Stores,Fatima Noor, Shipped,0%, 6 ,Online,VIP client
NHF-10400,2024-11-07  |  Seattle  |  USA ,Electrolyte Drink Mix,Fitness,North America, 720.37 ,USD,Nature  Box  Ltd,Carlos Mendez,Completed,0%,27,Online,VIP client
NHF-10401,22 May 2024 | New York | USA,Cold Brew Coffee 1L,Beverage, North America ,364.55,usd,Fit Fuel Studio,,processing, 20 % ,27,Distributor,
NHF-10402,2024-08-27  |  London  |  UK,Maple Granola 500g,Breakfast,Europe,96.58,GBP,Euro  Taste  Hub,Daniel Brooks,Cancelled,N/A,8,Wholesale,Manual adjustment
NHF-10403, 2024/11/03 - Berlin - Germany,Vanilla Protein Powder 1kg,Fitness,Europe,"1,769.26",eur,,Luca Rossi,Pending,0.05,44,Wholesale,Manual adjustment
NHF-10404,12 Apr 2024 | Chicago | USA,Almond Butter 340g,Pantry,North America,122.59,usd, Maple Leaf Market,Megan O'Neil,processing,N/A,20,Wholesale,Manual adjustment
NHF-10405,14-01-2024 | Austin | USA,Sparkling Water 12pk,Beverage,North America,232.02,USD, HARVEST HOUSE  ,Fatima Noor, Shipped,5%,16,Retail,Rush delivery
NHF-10407, 2024/12/01 - Paris - France,Organic Oats 1kg,Pantry,Europe,96.91,EUR, Lakeside Market ,Sophie Tremblay,Completed ,0%,11,Distributor,VIP client
NHF-10408,2024-08-10 | Vancouver | Canada ,Dark Chocolate Bites 200g,Snacks,North America, 49.84 ,CAD , Lakeside Market ,,Cancelled,, 19 ,Online,Rush delivery
NHF-10409,18-12-2024 | Austin | USA ,Electrolyte Drink Mix,Fitness,North America,"1,542.77",usd,Bluebird Grocery,Daniel Brooks, Shipped,20%,37,Distributor,
NHF-10410,10 Jul 2024 | Madrid | Spain ,Protein Bars 6pk,Snacks,Europe,189.26,EUR, PEAK PERFORMANCE GYM ,Priya Shah,Completed ,0.2,28,Wholesale,Phone order
NHF-10411,2024/01/07 - Berlin - Germany,Cold Brew Coffee 1L,Beverage, Europe ,203.73,eur,FAMILY CHOICE SUPERSTORE,Sophie Tremblay,Cancelled, 20 % ,21,Distributor,Manual adjustment
NHF-10413,2024/10/11 - Madrid - Spain,Whole Wheat Pasta 500g,Pantry,Europe,526.85,EUR,North Shore Foods,Nina Patel,Pending,0%,25,Wholesale,Late entry
NHF-10414, 26 May 2024 | Dublin | Ireland,Sparkling Water 12pk,Beverage,Europe,145,EUR,Healthy  Living  Depot,Jonas Weber,completed,0%,12,Retail,Manual adjustment
NHF-10415,22-08-2024 | Munich | Germany,Whole Wheat Pasta 500g,Pantry,Europe,140.33,eur,  Sunrise  Wellness  ,Sophie Tremblay,completed,0%,12,Wholesale,
NHF-10416, 2024/08/01 - London - UK,Keto Trail Mix 300g,Snacks,europe, 67.39 , gbp ,Urban Pantry,Daniel Brooks,completed,15%,8,Retail,Phone order
NHF-10417,05-05-2024 | London | UK,Cold Brew Coffee 1L,Beverage,Europe,151.54, gbp ,,Luca Rossi, Shipped,20%,19,Wholesale,VIP client
NHF-10418,2024/10/25 - Manchester - UK,Herbal Tea Sampler,Beverage,Europe,420.29, gbp ,PRIME SELECT STORES,Fatima Noor,Completed ,10%,38,Online,VIP client
NHF-10419,2024-11-28 | Seattle | USA,Coconut Chips 150g,Snacks,North America, 360.56 ,USD,The Daily Cart,Nina Patel,completed,0%,32,Wholesale,
NHF-10420,"May 22, 2024 |  Montreal  |  Canada",Protein Bars 6pk,Snacks,North America,$375.26,CAD ,Harvest House ,Carlos Mendez,completed, 15 % ,47,Retail,Rush delivery
NHF-10422,21-08-2024 | Toronto | Canada,Tomato Basil Sauce 680g,Pantry,North America,336.95,CAD ,Sunrise Wellness,Carlos Mendez, Shipped,0%, 27 ,Wholesale,Phone order
NHF-10424,2024/04/09 - Calgary - Canada,Whole Wheat Pasta 500g,Pantry,North America, 113.14 ,CAD ,    City  Grocer,Priya Shah, Shipped,0.15,14,Distributor,Phone order
NHF-10425,"Jun 10, 2024| Dublin | Ireland",Almond Butter 340g,Pantry,europe,$374.75,EUR,Cornerstone  Retail,Luca Rossi,Cancelled,0, 28 ,Online,Phone order
NHF-10426,08/28/2024|Vancouver|Canada,Sea Salt Crackers 250g,Snacks,North America, 491.20 , cad , Peak Performance Gym ,Carlos Mendez,processing, 10 % ,45,Distributor,
NHF-10428,2024/07/03 - Dublin - Ireland,Protein Bars 6pk,Snacks,Europe,"53,21",EUR,  CITY GROCER,Sophie Tremblay,Completed,0.2,12,Distributor,
NHF-10429,27 Feb 2024 | Chicago | USA,Electrolyte Drink Mix,Fitness,North America, 255.05 ,usd, Cornerstone Retail ,Priya Shah,Cancelled, 15 % , 6 ,Online,Phone order
NHF-10431, 2024/10/26 - Berlin - Germany,Keto Trail Mix 300g,Snacks,Europe,372,EUR,      CITY  GROCER  ,Jonas Weber,Completed,10%,30,Distributor,Late entry
NHF-10432,"Jan 14, 2024| New York | USA",Dark Chocolate Bites 200g,Snacks,north america, 79.77 ,usd,THE DAILY CART,Carlos Mendez,completed,,8,Distributor,
NHF-10433, 07/13/2024|Lyon|France,Sea Salt Crackers 250g,Snacks, Europe ,55.48,EUR,Prime Select Stores,Luca Rossi,Cancelled,,7,Distributor,Phone order
NHF-10434,"Mar 29, 2024 |  Chicago  |  USA",Electrolyte Drink Mix,Fitness, North America ,222.44,usd, Family Choice Superstore ,A. Wong,Completed ,,10,Retail,Manual adjustment
NHF-10435, 08/25/2024|Lyon|France ,Keto Trail Mix 300g,Snacks,Europe,140.14, EUR ,  Everyday Essentials,Jonas Weber,Pending,,29,Online,VIP client
NHF-10436,23-09-2024  |  London  |  UK,Herbal Tea Sampler,Beverage,europe,216.27,GBP,The Daily Cart,Megan O'Neil,Cancelled,N/A,21,Wholesale,
NHF-10438,2024-06-21 | Berlin | Germany,Sparkling Water 12pk,Beverage,Europe,243.34,eur, Green Basket Co. ,Carlos Mendez,Completed ,,17,Online,
NHF-10440,2024/04/11 - Munich - Germany ,Electrolyte Drink Mix,Fitness,Europe,1410.35,EUR,FIT FUEL STUDIO,Jonas Weber, Shipped,N/A,39,Wholesale,Rush delivery
NHF-10441,"Jan 01, 2024| Montreal | Canada",Tomato Basil Sauce 680g,Pantry,North America,565.55,CAD,Harvest House ,Megan O'Neil, Shipped,15%, 46 ,Online,Late entry
NHF-10442,06-01-2024  |  Calgary  |  Canada,Electrolyte Drink Mix,Fitness,North America,868.17,CAD ,CORNERSTONE RETAIL,Fatima Noor,Completed,N/A,20,Retail,
NHF-10443,"Jul 04, 2024| Austin | USA",Vanilla Protein Powder 1kg,Fitness,North America,"1,659,15",usd,Prime Select Stores,,Completed ,N/A,45,Wholesale,
NHF-10445,04 Nov 2024 | Calgary | Canada,Extra Virgin Olive Oil 750ml,Pantry,North America, 233.71 ,CAD ,Urban Pantry,,processing,0%, 37 ,Wholesale,
NHF-10446,02-07-2024  |  Munich  |  Germany,Coconut Chips 150g,Snacks,Europe,$137.56,eur, Family Choice Superstore ,Carlos Mendez,Pending,15%,16,Wholesale,Phone order
NHF-10447, 2024/03/22 - Chicago - USA,Cold Brew Coffee 1L,Beverage,North America,30.27,usd,   Everyday Essentials ,Daniel Brooks, Shipped,0.2,2,Retail,Phone order
NHF-10448,2024/05/05 - New York - USA,Tomato Basil Sauce 680g,Pantry,North America,21.31,USD, LAKESIDE MARKET ,Sophie Tremblay,Pending,0%,2,Distributor,Manual adjustment
NHF-10449,2024/06/12 - Munich - Germany,Berry Jam 340g,Pantry,Europe,329.15,eur,The Market Loft,Nina Patel,Pending,0%,45,Retail,Phone order
NHF-10450,15 Dec 2024 | Munich | Germany,Berry Jam 340g,pantry, Europe ,431.60,EUR,FAMILY CHOICE SUPERSTORE,Luca Rossi,processing, 0 % ,47,Retail,
NHF-10451,"May 07, 2024 |  Chicago  |  USA",Sparkling Water 12pk,Beverage,North America,10,usd,Healthy  Living  Depot,Luca Rossi,processing,,2,Retail,
NHF-10452,10/12/2024|Vancouver|Canada,Coconut Chips 150g,Snacks, North America ,"17,43",CAD , Fit Fuel Studio ,Priya Shah,Cancelled,20%, 7 ,Wholesale,
NHF-10453,08-06-2024  |  Manchester  |  UK,Extra Virgin Olive Oil 750ml,Pantry,Europe,347.69, gbp ,Cornerstone Retail,Carlos Mendez,completed,,23,Retail,
NHF-10454,15-10-2024 | Paris | France,Keto Trail Mix 300g,snacks,Europe,175.92,EUR, HARVEST HOUSE  ,Jonas Weber,Completed ,0.2,42,Online,Phone order
NHF-10456,"Jun 04, 2024 |  Paris  |  France ",Protein Bars 6pk,Snacks,Europe, 237.67 , EUR , Harborline Foods ,Megan O'Neil,completed,0%,23,Retail,Late entry
NHF-10457,03/31/2024|Paris|France,Whole Wheat Pasta 500g,Pantry,Europe,494.37, EUR ,The Daily Cart,A. Wong,processing,0%, 24 ,Online,
NHF-10458,2024/02/04 - Chicago - USA ,Keto Trail Mix 300g,Snacks,North America,"192,20",usd,Fresh  &  Fine  ,Carlos Mendez,Completed ,0%,21,Retail,Late entry
NHF-10459,08/14/2024|Vancouver|Canada ,Electrolyte Drink Mix,Fitness,North America,"525,53",CAD, Fit Fuel Studio ,Luca Rossi,Pending, 20 % ,13,Online,
NHF-10460,2024-12-16  |  Montreal  |  Canada,Greek Yogurt Mix,Dairy,North America,209.88,CAD, Maple Leaf Market,Carlos Mendez,Completed,0%,34,Online,Rush delivery
NHF-10461,09/02/2024|New York|USA,Dark Chocolate Bites 200g,Snacks,North America,322.59,USD,  Fit  Fuel  Studio  ,Daniel Brooks,Pending,0%,35,Wholesale,Rush delivery
NHF-10462,2024/03/09 - Seattle - USA,Whole Wheat Pasta 500g,Pantry,north america,207.83,usd,  Fit  Fuel  Studio  ,Sophie Tremblay,processing,,14,Online,VIP client
NHF-10463,24-11-2024  |  Paris  |  France,Protein Bars 6pk,Snacks,Europe,40.54,EUR,  HARBORLINE  FOODS  ,A. Wong,completed,0.2,10,Wholesale,Rush delivery
NHF-10464,02/21/2024|Chicago|USA,Herbal Tea Sampler,Beverage,North America,142.60,USD,Fresh & Fine ,Priya Shah,Completed , 5 % ,11,Retail,Rush delivery
NHF-10465,13-02-2024 | Munich | Germany,Berry Jam 340g,Pantry,Europe,80.15,eur, Lakeside Market ,,processing,N/A,12,Retail,Late entry
NHF-10466,21-06-2024 | Vancouver | Canada,Tomato Basil Sauce 680g,Pantry,North America,"1, 053.75",CAD,NATURE BOX LTD,Daniel Brooks,Returned,10%,48,Online,Rush delivery
NHF-10467,"Dec 09, 2024| Montreal | Canada",Cold Brew Coffee 1L,Beverage, North America ,138.31,CAD ,  Sunrise  Wellness  ,Fatima Noor,completed,5%,33,Retail,
NHF-10468,08/09/2024|Austin|USA,Protein Bars 6pk,Snacks,north america,16.86,USD,Harvest  House  ,Priya Shah,completed,5%,4,Online,
NHF-10469,03 Nov 2024 | Lyon | France,Electrolyte Drink Mix,Fitness, Europe ,"1, 777.26", EUR , Lakeside Market ,A. Wong,processing,0.2,41,Retail,VIP client
NHF-10470," Sep 02, 2024| Munich | Germany",Vanilla Protein Powder 1kg,Fitness,Europe,352.87,eur,Cornerstone Retail,Sophie Tremblay, Shipped,0%,20,Retail,Manual adjustment
NHF-10471,18 Mar 2024  |  Chicago  |  USA ,Protein Bars 6pk,Snacks,North America,33.14,usd,,Daniel Brooks, Shipped,0.05,7,Wholesale,Late entry
NHF-10472,19-11-2024 | Chicago | USA,Cold Brew Coffee 1L,Beverage,North America,436.92,USD, Fit Fuel Studio ,Megan O'Neil,Cancelled,0.05,41,Distributor,Late entry
NHF-10473,09/07/2024|Madrid|Spain,Organic Oats 1kg,Pantry,Europe,260.20,EUR,Green Basket Co.,Priya Shah,Completed,0.1,21,Distributor,
NHF-10474,11/01/2024|Calgary|Canada,Almond Butter 340g,Pantry,North America, 260.94 ,CAD,  LAKESIDE  MARKET  ,Daniel Brooks,Completed ,0.15,47,Wholesale,VIP client
NHF-10475, 04 Mar 2024  |  Vancouver  |  Canada ,Cold Brew Coffee 1L,Beverage,North America,$473.58,CAD,Euro Taste Hub,,Completed,0%, 36 ,Distributor,Phone order
NHF-10476,2024-09-09  |  Paris  |  France,Keto Trail Mix 300g,Snacks,Europe,$15.01,EUR, PEAK PERFORMANCE GYM ,,Pending,0.15,4,Wholesale,
NHF-10477,12/08/2024|Lyon|France,Keto Trail Mix 300g,Snacks,Europe,43.19, EUR , Bluebird Grocery ,Jonas Weber,Cancelled,N/A,5,Wholesale,
NHF-10478,2024-07-26 | Seattle | USA,Sparkling Water 12pk,Beverage,North America,$110.71,USD, nature box ltd ,Jonas Weber,Returned,0%,8,Wholesale,Manual adjustment
NHF-10480,02-09-2024  |  Manchester  |  UK ,Whole Wheat Pasta 500g,Pantry,Europe,77.39, gbp ,  Cornerstone  Retail  ,Megan O'Neil,processing,0.05,5,Online,
NHF-10481," Aug 31, 2024 |  Chicago  |  USA",Organic Oats 1kg,Pantry,North America,,usd, Green Basket Co. ,,processing,0.1,8,Online,VIP client
NHF-10482,2024/04/30 - Dublin - Ireland,Organic Oats 1kg,Pantry,Europe,223.12,EUR,Lakeside Market,Priya Shah,Cancelled,N/A,42,Online,Rush delivery
NHF-10483,"Feb 14, 2024 |  London  |  UK ",Herbal Tea Sampler,Beverage,Europe,188.74,GBP,  Everyday Essentials,Jonas Weber,Pending,, 22 ,Online,Late entry
NHF-10484,2024-02-29 | Berlin | Germany,Coconut Chips 150g,Snacks,Europe,,EUR,Sunrise Wellness,Megan O'Neil,completed,0%,36,Online,
NHF-10485," Apr 05, 2024| Montreal | Canada",Berry Jam 340g,Pantry,North America,179.25, cad ,The Daily Cart,,Completed , 0 % ,17,Distributor,Rush delivery
NHF-10486,2024/02/14 - Madrid - Spain,Tomato Basil Sauce 680g,Pantry,Europe,$188.45,EUR,Urban Pantry,Jonas Weber,Completed,N/A,35,Wholesale,
NHF-10487,03/01/2024|Madrid|Spain,Sparkling Water 12pk,Beverage,Europe,224.32,EUR,Harvest House ,Priya Shah,Completed,0%, 29 ,Online,
NHF-10489,01/13/2024 | Dublin | Ireland,Vanilla Protein Powder 1kg,Fitness,Europe,797.72,EUR,  Peak  Performance  Gym  ,Fatima Noor,Pending, 10 % ,24,Wholesale,
NHF-10491,07/30/2024 | Calgary | Canada,Keto Trail Mix 300g,Snacks,North America,31.80,CAD, Bluebird Grocery ,Priya Shah,Pending,0%,3,Retail,
NHF-10493,2024/02/04 - Madrid - Spain,Electrolyte Drink Mix,Fitness,Europe,111.76,EUR, HEALTHY LIVING DEPOT ,Megan O'Neil,Cancelled, 15 % ,5,Online,Late entry
NHF-10494,09 Aug 2024 | Toronto | Canada,Greek Yogurt Mix,Dairy,North America,"21,36",CAD , Euro Taste Hub ,Sophie Tremblay,processing,15%,5,Wholesale,Phone order
NHF-10495,08 May 2024 | London | UK,Tomato Basil Sauce 680g,Pantry,Europe, 290.38 ,GBP, Euro Taste Hub ,Megan O'Neil, Shipped,N/A,19,Retail,VIP client
NHF-10496,2024/04/03 - Madrid - Spain,Coconut Chips 150g,Snacks,Europe,97.57,EUR,  Family  Choice  Superstore  ,Luca Rossi,Completed ,N/A,16,Wholesale,Manual adjustment
NHF-10497,03/03/2024|Munich|Germany,Maple Granola 500g,Breakfast,Europe,25.64,EUR, Urban Pantry ,Jonas Weber,Returned,5%, 3 ,Distributor,Late entry
NHF-10498,2024/04/14 - Toronto - Canada,Sparkling Water 12pk,Beverage,North America,,CAD,Cornerstone Retail,A. Wong,Returned,N/A,6,Wholesale,Manual adjustment
NHF-10499,10 Dec 2024 | Madrid | Spain,Greek Yogurt Mix,Dairy,Europe,229.32,EUR,,Megan O'Neil,processing, 5 % ,34,Retail,Rush delivery
NHF-10500,"Jun 25, 2024| Munich | Germany ",Sea Salt Crackers 250g,Snacks,Europe,5.95,eur, HARVEST HOUSE  ,Nina Patel,Pending,0%, 2 ,Retail,
NHF-10178,07/21/2024|Vancouver|Canada,Keto Trail Mix 300g,Snacks, North America ,146.09, cad , North Shore Foods ,Priya Shah,Completed ,N/A,25,Online,Rush delivery
NHF-10084,"May 07, 2024| Munich | Germany",Sparkling Water 12pk,Beverage,Europe,531.70,EUR,  MAPLE LEAF MARKET ,Nina Patel,Pending,N/A,42,Retail,
NHF-10269,01/19/2024|London|UK,Vanilla Protein Powder 1kg,Fitness,Europe,"2,084,57", gbp ,,Jonas Weber, Shipped,0%,46,Distributor,
NHF-10169,2024/10/25 - Austin - USA,Whole Wheat Pasta 500g,Pantry,North America,"307,37",USD,Harvest House ,Jonas Weber,Completed,N/A,17,Retail,Late entry
NHF-10110,14-09-2024 | New York | USA ,Extra Virgin Olive Oil 750ml,Pantry,North America,231,usd,The Daily Cart,Carlos Mendez,processing,N/A,29,Online,
NHF-10136,02 Apr 2024 | Vancouver | Canada,Keto Trail Mix 300g,Snacks,North America, 166.71 , cad ,      City  Grocer  ,Megan O'Neil,Completed ,N/A, 30 ,Online,Late entry
NHF-10252, 08-04-2024 | Madrid | Spain,Coconut Chips 150g,Snacks,Europe,176.67,EUR,Lakeside Market,Fatima Noor, Shipped,N/A,29,Wholesale,VIP client
NHF-10189,08/28/2024|Austin|USA,Whole Wheat Pasta 500g,Pantry,North America,$188.82,usd, Cornerstone Retail ,Priya Shah,Cancelled,,10,Wholesale,Manual adjustment
NHF-10099,2024-10-06  |  Austin  |  USA,Herbal Tea Sampler,Beverage,North America,9.66,usd,LAKESIDE  MARKET,Sophie Tremblay, Shipped,N/A,1,Online,Manual adjustment
NHF-10323, 25-09-2024  |  Toronto  |  Canada,Sparkling Water 12pk,Beverage,North America,244.12, cad ,Harvest  House  ,Nina Patel,processing, 15 % ,39,Distributor,VIP client
NHF-10040,10/14/2024|Berlin|Germany,Extra Virgin Olive Oil 750ml,Pantry,europe,268,eur,Fresh  &  Fine  ,Carlos Mendez,Cancelled,0%, 27 ,Distributor,
NHF-10137,2024/07/03 - New York - USA,Cold Brew Coffee 1L,Beverage,North America,$246.85,USD,THE MARKET LOFT,Carlos Mendez,Completed, 15 % ,31,Online,Phone order
NHF-10057,08/15/2024|Montreal|Canada,Herbal Tea Sampler,Beverage,North America,233.22,CAD , FRESH & FINE  ,Jonas Weber,Completed ,0%,34,Retail,
NHF-10383,"Aug 04, 2024| Munich | Germany",Herbal Tea Sampler,Beverage,Europe,"188,71",EUR,URBAN PANTRY,Daniel Brooks,processing, 0 % ,26,Retail,Phone order
NHF-10031, 15 Nov 2024 | Paris | France,Berry Jam 340g,Pantry,Europe,422.50,EUR,  EVERYDAY ESSENTIALS,Megan O'Neil,processing,0,22,Distributor,Manual adjustment
NHF-10355,2024-02-24 | New York | USA,Whole Wheat Pasta 500g,Pantry,North America,$236.40,usd,Nature Box Ltd,,Completed ,0.15,24,Wholesale,
NHF-10402,2024-08-27  |  London  |  UK,Maple Granola 500g,Breakfast,Europe,96.58,GBP,Euro  Taste  Hub,Daniel Brooks,Cancelled,N/A,8,Wholesale,Manual adjustment
NHF-10477,12/08/2024|Lyon|France,Keto Trail Mix 300g,Snacks,Europe,43.19, EUR , Bluebird Grocery ,Jonas Weber,Cancelled,N/A,5,Wholesale,
NHF-10478,2024-07-26 | Seattle | USA,Sparkling Water 12pk,Beverage,North America,$110.71,USD, nature box ltd ,Jonas Weber,Returned,0%,8,Wholesale,Manual adjustment
NHF-10456,"Jun 04, 2024 |  Paris  |  France ",Protein Bars 6pk,Snacks,Europe, 237.67 , EUR , Harborline Foods ,Megan O'Neil,completed,0%,23,Retail,Late entry
NHF-10105,10/17/2024|New York|USA,Protein Bars 6pk,Snacks,North America,87.49,usd,   EVERYDAY ESSENTIALS ,, Shipped,0%,32,Distributor,VIP client
NHF-10175,2024/02/14 - Paris - France,Electrolyte Drink Mix,Fitness,Europe,"2,366", EUR , Cornerstone Retail ,Megan O'Neil,Returned, 5 % ,44,Retail,
NHF-10340,"May 18, 2024| London | UK",Sparkling Water 12pk,Beverage,Europe,23.28, gbp ,North Shore Foods,Luca Rossi,Cancelled,0%,6,Retail,
NHF-10290,28 Mar 2024 | London | UK,Extra Virgin Olive Oil 750ml,Pantry,Europe, 320.23 , gbp ,Harborline Foods,Daniel Brooks,Pending,0%,39,Retail,
NHF-10260, 08 Jul 2024 | Calgary | Canada,Greek Yogurt Mix,Dairy,North America,53.13, cad ,  Maple  Leaf  Market,Luca Rossi,Pending, 10 % ,8,Distributor,Manual adjustment
NHF-10140,21-01-2024 | Berlin | Germany,Extra Virgin Olive Oil 750ml,Pantry,Europe,833.39,eur, Fit Fuel Studio ,Megan O'Neil,Cancelled,5%, 46 ,Distributor,Late entry
NHF-10009, 2024-01-05 | Dublin | Ireland ,Extra Virgin Olive Oil 750ml,Pantry,Europe,$57.62,EUR,The Market Loft,A. Wong,Returned,0.1,5,Distributor,Late entry
NHF-10494,09 Aug 2024 | Toronto | Canada,Greek Yogurt Mix,Dairy,North America,"21,36",CAD , Euro Taste Hub ,Sophie Tremblay,processing,15%,5,Wholesale,Phone order
